"sku_id","条形码(upc/ean等)","商品类目名称","商品类目ID","app_spu_code","商品名称","商品图片","封面视频","店内分类","所处店内分类数量","规格名称","规格图","规格图url","店内码/货号","价格","库存","售卖状态","月售","重量","重量单位","起购数","货架码/位置码","创建时间","商品卖点","卖点展示期","文字详情","图片详情","品牌商图片详情","生产日期","到期日期","是否临期","是否过期","发货模式","预售的可配送时间","可售时间","商品属性","力荐","无理由退货","组合商品","参与的组合商品","是否四轮配送","合规状态","违规下架","必填信息缺失","审核状态","审核结果","顾客端聚合展示","商品限购","商品“缺货后库存自动清0”","库存清0时机","类目属性"
"44196258986","2080676106891","一次性餐具","200005009","20aa12d381fcfb7c52015c5a5c5dff38","一次性勺子批发加厚摆摊外卖商用打包快餐汤勺食品级耐高温独立装一个","有","无","无分类1>日常必须品","1","","无","","9780109287","0.5","662","售卖中","0","20.0","克(g)","1","","2026年1月2日-14:09","","","","无","无","","","","","正常售卖","","营业全时段","","否","7天无理由退货","否","","否","","","否","已通过","","","","是","“商家”或“顾客”因缺货取消订单","数量：系统生成请修改。商品类别：一次性勺。"
"44194500970","2080652622094","干燥防霉","200004912","6e81d39be00b0e6aa8eb3311ea6c0e7d","生石灰块 50g/袋 粉千燥剂室內家用去除湿
袋房间衣柜地下室大包防霉防潮剂","有","无","无分类1>日常必须品","1","50克/袋","无","","9780100289","0.5","5426","售卖中","0","50.0","克(g)","1","","2026年1月2日-13:27","","","","无","无","","","","","正常售卖","","营业全时段","","否","7天无理由退货","否","","否","","","否","已通过","","","","是","“商家”或“顾客”因缺货取消订单","品牌：无品牌。国产/进口：国产。商品类别：其他。"
"44196843289","2080532310943","一次性餐具","200005009","d20cf1e14f4d82038008687870ae6e33","一次性水果叉单独包装塑料水果签透明叉子KTV商用点心蛋糕叉批发1支","有","无","日用百货>一次性","1","","无","","9780109097","0.5","553","售卖中","0","20.0","克(g)","1","","2026年1月2日-14:09","","","","无","无","","","","","正常售卖","","营业全时段","","否","7天无理由退货","否","","否","","","否","已通过","","","","是","“商家”或“顾客”因缺货取消订单","数量：系统生成请修改。商品类别：一次性叉。"
"44195687677","2080444669900","湿纸巾/湿厕纸","200001617","1cebe0be9bd1eb8c5c4d29f72d38a8b6","滴露（Dettol） 进口 酒精棉片75% 度医用酒精大号手机餐具杀菌消毒湿巾纸/1片","有","无","无分类1>日常必须品","1","1片","无","","9780101168","0.5","531","售卖中","0","10.0","克(g)","1","","2026年1月2日-13:31","","","","无","无","","","","","正常售卖","","营业全时段","","否","7天无理由退货","否","","否","","","否","已通过","","","","是","“商家”或“顾客”因缺货取消订单","品牌：滴露。国产/进口：进口。商品类别：卫生湿巾。片数：100片。"
"44195687678","2080736361772","湿纸巾/湿厕纸","200001617","1cebe0be9bd1eb8c5c4d29f72d38a8b6","滴露（Dettol） 进口 酒精棉片75% 度医用酒精大号手机餐具杀菌消毒湿巾纸/1片","有","无","无分类1>日常必须品","1","100片","无","","9780101169","38.0","885","售卖中","0","501.0","克(g)","1","","2026年1月2日-13:31","","","","无","无","","","","","正常售卖","","营业全时段","","否","7天无理由退货","否","","否","","","否","已通过","","","","是","“商家”或“顾客”因缺货取消订单","品牌：滴露。国产/进口：进口。商品类别：卫生湿巾。片数：100片。"
"44197803610","2080140154472","空气净化","200004913","61c55bf9780f2d55b57cb83e4845c264","HA （一包）除甲醛活性炭家用强力型光触媒去甲醛新房家用竹炭包汽车除味 活性炭包","有","无","无分类1>日常必须品","1","","无","","9780110825","0.5","6585","售卖中","0","1.0","克(g)","1","","2026年1月2日-14:14","","","","无","无","","","","","正常售卖","","营业全时段","","否","7天无理由退货","否","","否","","","否","已通过","","","","是","“商家”或“顾客”因缺货取消订单","品牌：HA。国产/进口：国产。商品类别：活性炭包。"
"44556735887","","家用五金配件","400000766","mtcode_2011643162048782402","【规格可选】5*20mm玻璃保险管熔丝罐保险丝熔断 器250V平头管状/个","有","无","装修用品>五金配件","1","","无","","","0.5","5569","售卖中","0","899.0","克(g)","1","","2026年1月15日-11:34","","","","无","无","","","","","正常售卖","","营业全时段","规格：5a一个，10a一个，15a一个，20a一个，30a一个。","否","7天无理由退货","否","","否","","","否","已通过","","","","是","“商家”或“顾客”因缺货取消订单",""
"39237901432","","勺子","200005006","mtcode_1970470615153225806","一次性勺子水晶汤勺大号加厚打包外卖快餐汤勺透明勺子饭勺批发","有","无","日用百货>一次性用品","1","1个","无","","","0.6","559","售卖中","0","6.0","克(g)","1","","2025年9月23日-20:17","","","","无","无","","","","","正常售卖","","营业全时段","","否","7天无理由退货","否","","否","","","否","已通过","","","","是","“商家”或“顾客”因缺货取消订单","商品类别：其他。"
"39237901433","","勺子","200005006","mtcode_1970470615153225806","一次性勺子水晶汤勺大号加厚打包外卖快餐汤勺透明勺子饭勺批发","有","无","日用百货>一次性用品","1","100个","无","","","38.0","566","售卖中","0","99.0","克(g)","1","","2025年9月23日-20:17","","","","无","无","","","","","正常售卖","","营业全时段","","否","7天无理由退货","否","","否","","","否","已通过","","","","是","“商家”或“顾客”因缺货取消订单","商品类别：其他。"
"44194591198","2080240464525","其他厨房用具","200005000","3d91e9c0cf4e44dd1a00c84f7e02715e","大号加厚纯棉纱布袋卤料调料包煎药中药袋煲汤隔渣过滤豆浆红酒袋/个","有","无","厨房用品>厨房常用机器","1","20×25","无","","9780105185","1.0","496","售卖中","0","55.0","克(g)","1","","2026年1月2日-13:53","","","","无","无","","","","","正常售卖","","营业全时段","","否","7天无理由退货","否","","否","","","否","已通过","","","","是","“商家”或“顾客”因缺货取消订单","商品类别：其他。"
"44194591199","2080469284492","其他厨房用具","200005000","3d91e9c0cf4e44dd1a00c84f7e02715e","大号加厚纯棉纱布袋卤料调料包煎药中药袋煲汤隔渣过滤豆浆红酒袋/个","有","无","厨房用品>厨房常用机器","1","8×10","无","","9780105186","0.6","524","售卖中","0","888.0","克(g)","1","","2026年1月2日-13:53","","","","无","无","","","","","正常售卖","","营业全时段","","否","7天无理由退货","否","","否","","","否","已通过","","","","是","“商家”或“顾客”因缺货取消订单","商品类别：其他。"
"44194455956","2080308329711","饰品摆件","200005480","3b0211c1816ca826cb6132cd155962f7","【随机一个】叮当猫不倒翁机器猫小玩具机器猫卡通迷你儿童摆件","有","无","无分类1>日常必须品","1","","无","","9780101326","0.6","545","售卖中","0","10.0","克(g)","1","","2026年1月2日-13:31","","","","无","无","","","","","正常售卖","","营业全时段","","否","7天无理由退货","否","","否","","","否","已通过","","","","是","“商家”或“顾客”因缺货取消订单","商品类别：创意摆件。"
"44196141749","2080588901294","一次性厨房用品","200004998","70ab573d7cfe7dd01e3728638c4ee4be","密封袋子塑料PE小号透明自封袋加厚密封食品分装袋塑封口大包装袋","有","无","日用百货>袋子","1","宽23cm长33cm一只","无","","9780108037","0.88","9930","售卖中","0","100.0","克(g)","1","","2026年1月2日-14:05","","","","无","无","","","","","正常售卖","","营业全时段","","否","7天无理由退货","否","","否","","","否","已通过","","","","是","“商家”或“顾客”因缺货取消订单","商品类别：封口膜/缠绕膜。"
"44196141750","2080795387256","一次性厨房用品","200004998","70ab573d7cfe7dd01e3728638c4ee4be","密封袋子塑料PE小号透明自封袋加厚密封食品分装袋塑封口大包装袋","有","无","日用百货>袋子","1","宽13cm长19cm一只","无","","9780108038","0.66","9858","售卖中","0","100.0","克(g)","1","","2026年1月2日-14:05","","","","无","无","","","","","正常售卖","","营业全时段","","否","7天无理由退货","否","","否","","","否","已通过","","","","是","“商家”或“顾客”因缺货取消订单","商品类别：封口膜/缠绕膜。"
"44196646965","2080147576284","挂钩粘钩","200001646","de96b5ece1b1fb5f0593edcf55adce13","无痕免打孔挂钩强力承重粘胶相框婚纱照专用挂钉墙上粘贴挂画神器一个","有","无","装修用品>挂钩","1","默认规格","无","","9780105344","0.8","936","售卖中","0","200.0","克(g)","1","","2026年1月2日-13:54","","","","无","无","","","","","正常售卖","","营业全时段","","否","7天无理由退货","否","","否","","","否","已通过","","","","是","“商家”或“顾客”因缺货取消订单","安装方式：免打孔。"
"44196216135","2080134815631","洗晒熨烫","200002427","96a34c264704e992abd124f50386b01d","塑料绳绳户外捆绑被编织绳子聚乙货车晾衣绳子耐磨晒手工尼龙绳","有","无","无分类1>绳锁和安全带","1","蓝绿色3毫米一米","无","","9780110837","0.8","6888","售卖中","0","6.0","克(g)","1","","2026年1月2日-14:14","","","这种绳子由塑料制成质地比较硬","无","无","","","","","正常售卖","","营业全时段","","否","7天无理由退货","否","","否","","","否","已通过","","","","是","“商家”或“顾客”因缺货取消订单",""
"44196216136","2080652765029","洗晒熨烫","200002427","96a34c264704e992abd124f50386b01d","塑料绳绳户外捆绑被编织绳子聚乙货车晾衣绳子耐磨晒手工尼龙绳","有","无","无分类1>绳锁和安全带","1","绿色8毫米一米","无","","9780110838","2.6","6986","售卖中","0","1.0","克(g)","1","","2026年1月2日-14:14","","","这种绳子由塑料制成质地比较硬","无","无","","","","","正常售卖","","营业全时段","","否","7天无理由退货","否","","否","","","否","已通过","","","","是","“商家”或“顾客”因缺货取消订单",""
"44196216137","2080639514220","洗晒熨烫","200002427","96a34c264704e992abd124f50386b01d","塑料绳绳户外捆绑被编织绳子聚乙货车晾衣绳子耐磨晒手工尼龙绳","有","无","无分类1>绳锁和安全带","1","白色16毫米一米","无","","9780110839","5.0","3998","售卖中","0","5.0","克(g)","1","","2026年1月2日-14:14","","","这种绳子由塑料制成质地比较硬","无","无","","","","","正常售卖","","营业全时段","","否","7天无理由退货","否","","否","","","否","已通过","","","","是","“商家”或“顾客”因缺货取消订单",""
"44196216138","2080596299000","洗晒熨烫","200002427","96a34c264704e992abd124f50386b01d","塑料绳绳户外捆绑被编织绳子聚乙货车晾衣绳子耐磨晒手工尼龙绳","有","无","无分类1>绳锁和安全带","1","白色10毫米一米","无","","9780110840","3.0","6653","售卖中","0","1.0","克(g)","1","","2026年1月2日-14:14","","","这种绳子由塑料制成质地比较硬","无","无","","","","","正常售卖","","营业全时段","","否","7天无理由退货","否","","否","","","否","已通过","","","","是","“商家”或“顾客”因缺货取消订单",""
